steer	throttle	manflag	dsx	dsy	bs	aflag	t	Gr	Ax	Ay
0.10813720524311066	0.0	True	0	0	0	True	21.81599998474121	0.244140625	0.07843688875436783	-0.031135253608226776
0.10813720524311066	0.0	True	0	0	0	False	21.820999145507812	0.244140625	0.07664062827825546	-0.00898132286965847
1.0799695253372192	0.11999999731779099	True	0	0	6	True	69.47799682617188	-100.4638671875	1.1585906744003296	1.2681628465652466
1.0799695253372192	0.11999999731779099	True	0	0	6	True	69.48100280761719	-98.876953125	1.3208532333374023	2.136956214904785
1.0799695253372192	0.11999999731779099	True	0	0	6	True	69.48600006103516	-98.57177734375	0.5083429217338562	1.2837305068969727
1.0799695253372192	0.11999999731779099	True	0	0	6	True	69.48999786376953	-98.876953125	1.3082793951034546	2.5483007431030273
1.0799695253372192	0.11999999731779099	True	0	0	6	True	69.49500274658203	-96.49658203125	0.7532336711883545	2.234553337097168
1.0799695253372192	0.11999999731779099	True	0	0	6	True	69.5	-94.42138671875	0.526904284954071	1.9267932176589966
1.0799695253372192	0.11999999731779099	True	0	0	6	True	69.50599670410156	-94.1162109375	0.856219470500946	1.7591418027877808
1.0799695253372192	0.11999999731779099	True	0	0	6	True	69.51100158691406	-94.29931640625	0.2987786829471588	2.1112096309661865
1.0799695253372192	0.11999999731779099	True	0	0	6	True	69.51599884033203	-94.1162109375	1.0585986375808716	0.5454657077789307
1.0799695253372192	0.11999999731779099	True	0	0	6	True	69.5199966430664	-92.59033203125	0.41673338413238525	1.1597882509231567
1.0799695253372192	0.11999999731779099	True	0	0	6	True	69.5250015258789	-89.53857421875	-0.4131408631801605	3.869752883911133
1.0799695253372192	0.11999999731779099	True	0	0	6	True	69.52999877929688	-88.7451171875	0.22752685844898224	3.1284942626953125
1.0799695253372192	0.11999999731779099	True	0	0	6	True	69.53600311279297	-91.064453125	1.8369799852371216	1.2280462980270386
1.0799695253372192	0.11999999731779099	True	0	0	6	True	69.54100036621094	-94.29931640625	0.30716124176979065	2.16689395904541
1.0799695253372192	0.11999999731779099	True	0	0	6	True	69.5459976196289	-95.39794921875	0.6233038306236267	2.7578649520874023
1.0799695253372192	0.11999999731779099	True	0	0	6	True	69.55000305175781	-94.66552734375	1.951940894126892	2.816542863845825
1.0799695253372192	0.11999999731779099	True	0	0	6	True	69.55500030517578	-92.46826171875	1.7088464498519897	2.535727024078369
1.0799695253372192	0.11999999731779099	True	0	0	6	True	69.55999755859375	-90.88134765625	0.07125183194875717	3.9050793647766113
1.0799695253372192	0.11999999731779099	True	0	0	6	True	69.56600189208984	-91.61376953125	0.5939648151397705	3.2476465702056885
1.0799695253372192	0.11999999731779099	True	0	0	6	True	69.57099914550781	-92.95654296875	0.5771996974945068	3.660188674926758
1.0799695253372192	0.11999999731779099	True	0	0	6	True	69.57599639892578	-93.68896484375	0.08622070401906967	1.6777111291885376
1.0799695253372192	0.11999999731779099	True	0	0	6	True	69.58000183105469	-93.93310546875	0.22094054520130157	2.5279431343078613
1.0799695253372192	0.11999999731779099	True	0	0	6	True	69.58499908447266	-93.017578125	0.16645385324954987	2.304008722305298
1.0799695253372192	0.11999999731779099	True	0	0	6	True	69.58999633789062	-91.61376953125	-1.0987151861190796	1.577120304107666
1.0799695253372192	0.11999999731779099	True	0	0	6	True	69.59500122070312	-91.064453125	-0.9454339742660522	2.8985724449157715
1.0799695253372192	0.11999999731779099	True	0	0	6	True	69.60099792480469	-92.8955078125	-0.09819579869508743	0.8167016506195068
