steer	throttle	manflag	dsx	dsy	bs	aflag	t	Gr	Ax	Ay
-0.9200000166893005	-0.7200000286102295	True	0	0	36	True	255.18899536132812	134.1552734375	-2.4620800018310547	-5.249882698059082
-0.9200000166893005	-0.7200000286102295	True	0	0	36	False	255.19400024414062	141.29638671875	5.029541015625	-12.4541015625
0.08036620914936066	0.9599999785423279	True	0	0	48	True	347.5150146484375	-66.22314453125	3.381767511367798	5.906118392944336
0.08036620914936066	0.9599999785423279	True	0	0	48	True	347.51800537109375	-48.52294921875	2.313588857650757	3.501518487930298
0.08036620914936066	0.9599999785423279	True	0	0	48	True	347.52301025390625	-34.1796875	1.5376025438308716	0.40715330839157104
0.08216674625873566	0.9599999785423279	True	0	0	48	True	347.52899169921875	-25.146484375	-2.155517578125	-2.3614892959594727
0.08216674625873566	0.9599999785423279	True	0	0	48	True	347.5329895019531	-23.98681640625	-3.2572264671325684	0.8813672065734863
0.08216674625873566	0.9599999785423279	True	0	0	48	True	347.5379943847656	-21.97265625	-4.91457986831665	10.140512466430664
0.08216674625873566	0.9599999785423279	True	0	0	48	True	347.5429992675781	-17.76123046875	2.1603076457977295	16.927997589111328
0.08216674625873566	0.9599999785423279	True	0	0	48	True	347.5480041503906	-17.39501953125	1.331630825996399	15.845449447631836
0.08216674625873566	0.9599999785423279	True	0	0	48	True	347.5539855957031	-16.17431640625	5.436694145202637	10.6482572555542
0.08216674625873566	0.9599999785423279	True	0	0	48	True	347.5580139160156	-8.60595703125	-2.6584715843200684	2.007026433944702
0.08216674625873566	0.9599999785423279	True	0	0	48	True	347.56298828125	3.90625	-0.8143066167831421	0.11017090082168579
0.08216674625873566	0.9599999785423279	True	0	0	48	True	347.5679931640625	12.20703125	-6.686894416809082	3.281176805496216
0.08216674625873566	0.9599999785423279	True	0	0	48	True	347.572998046875	13.5498046875	-2.9075536727905273	14.030024528503418
0.08216674625873566	0.9599999785423279	True	0	0	48	True	347.5790100097656	7.568359375	0.4981640577316284	14.887441635131836
0.08216674625873566	0.9599999785423279	True	0	0	48	True	347.5830078125	1.220703125	3.2189061641693115	9.225615501403809
0.08216674625873566	0.9599999785423279	True	0	0	48	True	347.5880126953125	2.74658203125	-1.5855029821395874	6.212680816650391
0.04838378727436066	0.9599999785423279	True	0	0	48	True	347.5929870605469	2.62451171875	-5.657036304473877	8.12869644165039
0.04838378727436066	0.9599999785423279	True	0	0	48	True	347.5979919433594	5.79833984375	-4.167334079742432	4.928950309753418
0.04838378727436066	0.9599999785423279	True	0	0	48	True	347.60400390625	11.962890625	-6.409072399139404	5.848637580871582
-0.5797900557518005	0.9599999785423279	True	0	0	48	True	347.6080017089844	16.05224609375	-1.1783496141433716	10.078242301940918
-0.5797900557518005	0.9599999785423279	True	0	0	48	True	347.6130065917969	14.95361328125	1.0490185022354126	7.046147346496582
-0.5797900557518005	0.9599999785423279	True	0	0	48	True	347.6180114746094	10.19287109375	1.4705419540405273	4.31582498550415
-0.9200000166893005	0.9599999785423279	True	0	0	48	True	347.62298583984375	3.0517578125	0.5316943526268005	0.5029541254043579
-0.9200000166893005	0.9599999785423279	True	0	0	48	True	347.6289978027344	-2.25830078125	-6.083349704742432	-3.702700138092041
