steer	throttle	manflag	dsx	dsy	bs	aflag	Gf	Ax	Ay
0.12769897282123566	0.0	True	0	0	0	True	11.333999633789062	0.1220703125	0.10538086295127869	0.28261229395866394
0.12769897282123566	0.0	True	0	0	0	True	11.338000297546387	0.1220703125	0.1245410144329071	0.29698240756988525
0.12769897282123566	0.0	True	0	0	0	True	11.343999862670898	0.18310546875	0.1149609386920929	0.28261229395866394
0.12769897282123566	0.0	True	0	0	0	True	11.347999572753906	0.244140625	0.1245410144329071	0.2538720667362213
0.12769897282123566	0.0	True	0	0	0	True	11.352999687194824	0.244140625	0.1149609386920929	0.28261229395866394
0.12769897282123566	0.0	True	0	0	0	True	11.359000205993652	0.30517578125	0.1149609386920929	0.3305127024650574
0.12769897282123566	0.0	True	0	0	0	True	11.36299991607666	0.48828125	0.16765137016773224	0.3305127024650574
0.12769897282123566	0.0	True	0	0	0	True	11.369000434875488	0.54931640625	0.21555176377296448	0.3353027403354645
0.12769897282123566	0.0	True	0	0	0	True	11.373000144958496	0.42724609375	0.028740234673023224	0.3736230432987213
0.12769897282123566	0.0	True	0	0	0	False	11.378000259399414	0.18310546875	0.009580078534781933	0.3496728539466858
0.08683593571186066	0.11999999731779099	True	0	0	6	True	28.902000427246094	-0.79345703125	1.3460010290145874	1.2358300685882568
0.08683593571186066	0.11999999731779099	True	0	0	6	True	28.9060001373291	-2.5634765625	1.2549902200698853	0.8909472823143005
0.08683593571186066	0.11999999731779099	True	0	0	6	True	28.910999298095703	-4.150390625	0.7328760027885437	-0.5652245879173279
0.08683593571186066	0.11999999731779099	True	0	0	6	True	28.915000915527344	-4.39453125	0.5700146555900574	-0.8047265410423279
0.08683593571186066	0.11999999731779099	True	0	0	6	True	28.92099952697754	-4.5166015625	-0.32093262672424316	-0.790356457233429
0.08683593571186066	0.11999999731779099	True	0	0	6	True	28.924999237060547	-4.5166015625	0.7616162300109863	0.5221142768859863
0.08683593571186066	0.11999999731779099	True	0	0	6	True	28.930999755859375	-4.69970703125	1.786684513092041	0.004790039267390966
0.08683593571186066	0.11999999731779099	True	0	0	6	True	28.93600082397461	-3.96728515625	1.101709008216858	-0.5029541254043579
0.08683593571186066	0.11999999731779099	True	0	0	6	True	28.940000534057617	-3.23486328125	0.22034180164337158	0.5795947313308716
0.08683593571186066	0.11999999731779099	True	0	0	6	True	28.945999145507812	-2.50244140625	0.8286767601966858	1.3364208936691284
0.08683593571186066	0.11999999731779099	True	0	0	6	True	28.950000762939453	-2.01416015625	1.4944921731948853	1.1639795303344727
0.08683593571186066	0.11999999731779099	True	0	0	6	True	28.95599937438965	-1.64794921875	1.43701171875	0.3353027403354645
0.08683593571186066	0.11999999731779099	True	0	0	6	True	28.961000442504883	-1.708984375	0.8047265410423279	-0.06706054508686066
0.08683593571186066	0.11999999731779099	True	0	0	6	True	28.96500015258789	-2.3193359375	0.8095166087150574	-0.6227051019668579
0.08683593571186066	0.11999999731779099	True	0	0	6	True	28.97100067138672	-2.01416015625	0.2634521424770355	-0.7089257836341858
0.08683593571186066	0.11999999731779099	True	0	0	6	True	28.975000381469727	-0.8544921875	-0.19160155951976776	0.7424560785293579
0.08683593571186066	0.11999999731779099	True	0	0	6	True	28.981000900268555	0.6103515625	0.31614258885383606	0.15807129442691803
0.08683593571186066	0.11999999731779099	True	0	0	6	True	28.986000061035156	1.77001953125	-0.41194334626197815	0.20118163526058197
0.08683593571186066	0.11999999731779099	True	0	0	6	True	28.989999771118164	1.953125	0.47900390625	0.27782225608825684
0.08683593571186066	0.11999999731779099	True	0	0	6	True	28.996000289916992	0.732421875	-0.5652245879173279	-0.7424560785293579
0.08683593571186066	0.11999999731779099	True	0	0	6	True	29.0	-1.03759765625	-0.2682421803474426	-1.460961937904358
0.08683593571186066	0.11999999731779099	True	0	0	6	True	29.006000518798828	-2.13623046875	0.718505859375	-1.0250684022903442
0.08683593571186066	0.11999999731779099	True	0	0	6	True	29.01099967956543	-1.708984375	0.3353027403354645	-0.6514453291893005
0.08683593571186066	0.11999999731779099	True	0	0	6	True	29.014999389648438	-0.6103515625	-0.5700146555900574	0.2299218773841858
0.08683593571186066	0.11999999731779099	True	0	0	6	True	29.020999908447266	0.48828125	-0.39757323265075684	0.14849120378494263
0.08683593571186066	0.11999999731779099	True	0	0	6	True	29.024999618530273	1.46484375	-0.21076172590255737	0.7232959270477295
0.08683593571186066	0.11999999731779099	True	0	0	6	True	29.0310001373291	2.01416015625	0.2586621046066284	1.532812476158142
0.08683593571186066	0.11999999731779099	True	0	0	6	True	29.03499984741211	1.40380859375	0.5173242092132568	0.5939648151397705
0.08683593571186066	0.11999999731779099	True	0	0	6	True	29.040000915527344	-0.42724609375	0.9771679639816284	0.4742138683795929
0.08683593571186066	0.11999999731779099	True	0	0	6	True	29.04599952697754	-1.953125	1.460961937904358	0.1341210901737213
0.08683593571186066	0.11999999731779099	True	0	0	6	True	29.049999237060547	-2.50244140625	0.9053173661231995	0.15807129442691803
0.08683593571186066	0.11999999731779099	True	0	0	6	True	29.055999755859375	-3.173828125	0.32093262672424316	-0.32572266459465027
0.08683593571186066	0.11999999731779099	True	0	0	6	True	29.059999465942383	-4.2724609375	0.41194334626197815	-0.21555176377296448
0.08683593571186066	0.11999999731779099	True	0	0	6	True	29.065000534057617	-5.126953125	0.718505859375	0.5652245879173279
0.08683593571186066	0.11999999731779099	True	0	0	6	True	29.070999145507812	-5.4931640625	0.5748046636581421	0.009580078534781933
0.08683593571186066	0.11999999731779099	True	0	0	6	True	29.075000762939453	-6.28662109375	0.09101074188947678	-0.9532177448272705
0.08683593571186066	0.11999999731779099	True	0	0	6	True	29.08099937438965	-7.080078125	-0.7807763814926147	0.09580077975988388
0.08683593571186066	0.11999999731779099	True	0	0	6	True	29.084999084472656	-7.32421875	-0.42631348967552185	0.9196875095367432
0.08683593571186066	0.11999999731779099	True	0	0	6	True	29.09000015258789	-6.2255859375	-0.6993457078933716	0.4981640577316284
0.08683593571186066	0.11999999731779099	True	0	0	6	True	29.09600067138672	-4.638671875	0.4837939441204071	-0.1293310523033142
0.08683593571186066	0.11999999731779099	True	0	0	6	True	29.100000381469727	-4.08935546875	-0.07664062827825546	1.566342830657959
0.08683593571186066	0.11999999731779099	True	0	0	6	True	29.106000900268555	-3.72314453125	-0.9867480397224426	1.3843213319778442
0.08683593571186066	0.11999999731779099	True	0	0	6	True	29.110000610351562	-3.84521484375	-0.043110352009534836	1.4897021055221558
0.08683593571186066	0.11999999731779099	True	0	0	6	True	29.114999771118164	-4.150390625	-0.3400927782058716	0.6322851777076721
0.08683593571186066	0.11999999731779099	True	0	0	6	True	29.121000289916992	-4.638671875	-1.7914745807647705	0.646655261516571
0.08683593571186066	0.11999999731779099	True	0	0	6	True	29.125	-4.2724609375	-3.372187614440918	-2.323168992996216
0.08683593571186066	0.11999999731779099	True	0	0	6	True	29.131000518798828	-2.99072265625	-1.3843213319778442	-1.0106981992721558
