steer	throttle	manflag	dsx	dsy	bs	aflag	t	Gr	Ax	Ay
-0.9200000166893005	0.11999999731779099	True	0	0	6	True	310.6579895019531	102.35595703125	0.9771679639816284	-3.242856502532959
-0.9200000166893005	0.11999999731779099	True	0	0	6	True	310.6619873046875	104.248046875	0.6035449504852295	-3.305126905441284
-0.9200000166893005	0.11999999731779099	True	0	0	6	True	310.6679992675781	105.89599609375	0.6274951100349426	-3.5158886909484863
-0.9200000166893005	0.11999999731779099	True	0	0	6	True	310.6719970703125	105.40771484375	1.1687694787979126	-2.725532293319702
-0.9200000166893005	0.11999999731779099	True	0	0	6	True	310.677001953125	103.82080078125	1.2981005907058716	-3.0991551876068115
-0.9200000166893005	0.11999999731779099	True	0	0	6	True	310.6830139160156	103.759765625	1.3460010290145874	-3.1087353229522705
-0.9200000166893005	0.11999999731779099	True	0	0	6	True	310.68701171875	105.04150390625	1.1304491758346558	-3.022514581680298
-0.9200000166893005	0.11999999731779099	True	0	0	6	True	310.6929931640625	107.48291015625	1.5088622570037842	-2.543510675430298
-0.9200000166893005	0.11999999731779099	True	0	0	6	True	310.6969909667969	109.130859375	1.4322216510772705	-2.3423290252685547
-0.9200000166893005	0.11999999731779099	True	0	0	6	True	310.7019958496094	108.94775390625	1.7962646484375	-0.9867480397224426
-0.9200000166893005	0.11999999731779099	True	0	0	6	True	310.7080078125	108.21533203125	0.16765137016773224	-1.8729052543640137
-0.9200000166893005	0.11999999731779099	True	0	0	6	True	310.7120056152344	107.60498046875	-0.42152345180511475	-2.9267139434814453
-0.9200000166893005	0.11999999731779099	True	0	0	6	True	310.7179870605469	106.5673828125	0.2634521424770355	-3.3769774436950684
-0.9200000166893005	0.11999999731779099	True	0	0	6	True	310.72198486328125	105.40771484375	1.1400293111801147	-2.8213329315185547
-0.9200000166893005	0.11999999731779099	True	0	0	6	True	310.72698974609375	102.96630859375	0.6370751857757568	-2.1411473751068115
-0.9200000166893005	0.11999999731779099	True	0	0	6	True	310.7330017089844	100.4638671875	-0.03832031413912773	-2.495610237121582
-0.9200000166893005	0.11999999731779099	True	0	0	6	True	310.73699951171875	99.12109375	0.21076172590255737	-2.457289934158325
-0.9200000166893005	0.11999999731779099	True	0	0	6	True	310.7430114746094	99.79248046875	0.8478369116783142	-2.136357307434082
-0.9200000166893005	0.11999999731779099	True	0	0	6	True	310.74700927734375	100.4638671875	1.1352392435073853	-1.4992822408676147
-0.9200000166893005	0.11999999731779099	True	0	0	6	True	310.75201416015625	100.5859375	0.8382568359375	-1.772314429283142
